id_record;tanggal;komoditas;kategori_komoditas;satuan;pasar;kecamatan;harga;volume_distribusi;ramadhan;idul_fitri;natal_tahun_baru;hujan;operasi_pasar;gangguan_distribusi;banjir;nama_kearifan;jenis_kearifan;kearifan_score;faktor_utama;target_harga_next_day
1134;2026-01-29;Minyak Goreng;Pangan Olahan;liter;Pasar Bukit Sulap;Lubuklinggau Timur I;17200;429,1;0;0;0;0;0;0;0;Sistem Langganan Pemasok;Sosial Ekonomi;0,66;Normal;17400
1135;2026-01-29;Beras;Pangan Pokok;kg;Pasar Inpres;Lubuklinggau Barat I;12300;416,6;0;0;0;1;0;0;0;Sistem Langganan Pemasok;Sosial Ekonomi;0,6;Hujan;12400
1136;2026-01-29;Cabai Merah;Hortikultura;kg;Pasar Moneng Sepati;Lubuklinggau Selatan II;38000;167,9;0;0;0;1;0;0;0;Sistem Langganan Pemasok;Sosial Ekonomi;0,63;Hujan;38500
1137;2026-01-30;Minyak Goreng;Pangan Olahan;liter;Pasar Bukit Sulap;Lubuklinggau Timur I;17300;525,1;0;0;0;1;0;0;0;Tawar-Menawar Tradisional;Budaya;0,61;Hujan;17500
1138;2026-01-30;Beras;Pangan Pokok;kg;Pasar Inpres;Lubuklinggau Barat I;12200;531,2;0;0;0;0;0;0;0;Tawar-Menawar Tradisional;Budaya;0,59;Normal;12300
1139;2026-01-30;Cabai Merah;Hortikultura;kg;Pasar Moneng Sepati;Lubuklinggau Selatan II;38500;183,7;0;0;0;1;0;0;0;Tawar-Menawar Tradisional;Budaya;0,57;Hujan;38500
1140;2026-01-30;Bawang Merah;Hortikultura;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;31000;236,5;0;0;0;0;0;0;0;Harga Musiman Hari Besar;Perilaku Pasar;0,76;Normal;31500
1141;2026-01-31;Beras;Pangan Pokok;kg;Pasar Inpres;Lubuklinggau Barat I;12200;539,8;0;0;0;0;0;0;0;Pasokan Harian Tanpa Gudang;Distribusi;0,73;Normal;12300
1142;2026-01-31;Cabai Merah;Hortikultura;kg;Pasar Moneng Sepati;Lubuklinggau Selatan II;38500;200,4;0;0;0;1;0;0;0;Pasokan Harian Tanpa Gudang;Distribusi;0,7;Hujan;38500
1143;2026-01-31;Bawang Merah;Hortikultura;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;30500;208,7;0;0;0;0;0;0;0;Distribusi Berbasis Keluarga;Sosial;0,65;Normal;30500
1144;2026-01-31;Daging Ayam;Protein Hewani;kg;Pasar Bukit Sulap;Lubuklinggau Timur I;37500;270,5;0;0;0;1;0;0;0;Sistem Langganan Pemasok;Sosial Ekonomi;0,66;Hujan;37500
1145;2026-02-01;Cabai Merah;Hortikultura;kg;Pasar Moneng Sepati;Lubuklinggau Selatan II;37500;164,3;0;0;0;0;0;0;0;Sistem Langganan Pemasok;Sosial Ekonomi;0,61;Normal;38000
1146;2026-02-01;Bawang Merah;Hortikultura;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;31500;211,6;0;0;0;1;0;0;0;Pasar Subuh;Distribusi;0,76;Hujan;32000
1147;2026-02-01;Daging Ayam;Protein Hewani;kg;Pasar Bukit Sulap;Lubuklinggau Timur I;37500;291,1;0;0;0;1;0;0;0;Tawar-Menawar Tradisional;Budaya;0,51;Hujan;37500
1148;2026-02-01;Minyak Goreng;Pangan Olahan;liter;Pasar Inpres;Lubuklinggau Barat I;17200;410,2;0;0;0;1;0;0;0;Tawar-Menawar Tradisional;Budaya;0,52;Hujan;17300
1149;2026-02-02;Bawang Merah;Hortikultura;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;31000;203,1;0;0;0;0;0;0;0;Harga Musiman Hari Besar;Perilaku Pasar;0,78;Normal;31500
1150;2026-02-02;Daging Ayam;Protein Hewani;kg;Pasar Bukit Sulap;Lubuklinggau Timur I;37500;259,9;0;0;0;1;0;0;0;Pasokan Harian Tanpa Gudang;Distribusi;0,74;Hujan;38000
1151;2026-02-02;Minyak Goreng;Pangan Olahan;liter;Pasar Inpres;Lubuklinggau Barat I;17100;449;0;0;0;1;0;0;0;Pasokan Harian Tanpa Gudang;Distribusi;0,75;Hujan;17200
1152;2026-02-02;Beras;Pangan Pokok;kg;Pasar Inpres;Lubuklinggau Barat I;12500;427,3;0;0;0;1;0;0;0;Distribusi Berbasis Keluarga;Sosial;0,62;Hujan;12600
1153;2026-02-03;Daging Ayam;Protein Hewani;kg;Pasar Bukit Sulap;Lubuklinggau Timur I;37000;253,7;0;0;0;0;0;0;0;Sistem Langganan Pemasok;Sosial Ekonomi;0,67;Normal;37500
1154;2026-02-03;Minyak Goreng;Pangan Olahan;liter;Pasar Inpres;Lubuklinggau Barat I;17000;406,6;0;0;0;0;0;0;0;Sistem Langganan Pemasok;Sosial Ekonomi;0,63;Normal;17200
1155;2026-02-03;Beras;Pangan Pokok;kg;Pasar Inpres;Lubuklinggau Barat I;12300;545,3;0;0;0;0;0;0;0;Pasar Subuh;Distribusi;0,66;Normal;12400
1156;2026-02-03;Cabai Merah;Hortikultura;kg;Pasar Moneng Sepati;Lubuklinggau Selatan II;38500;171,4;0;0;0;1;0;0;0;Pasar Subuh;Distribusi;0,7;Hujan;39500
1157;2026-02-04;Minyak Goreng;Pangan Olahan;liter;Pasar Inpres;Lubuklinggau Barat I;17000;472,5;0;0;0;1;0;0;0;Tawar-Menawar Tradisional;Budaya;0,52;Hujan;17200
1158;2026-02-04;Beras;Pangan Pokok;kg;Pasar Inpres;Lubuklinggau Barat I;12200;530,5;0;0;0;0;0;0;0;Harga Musiman Hari Besar;Perilaku Pasar;0,85;Normal;12300
1159;2026-02-04;Cabai Merah;Hortikultura;kg;Pasar Moneng Sepati;Lubuklinggau Selatan II;38000;159,1;0;0;0;0;0;0;0;Harga Musiman Hari Besar;Perilaku Pasar;0,82;Normal;38500
1160;2026-02-04;Bawang Merah;Hortikultura;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;31000;160,4;0;0;0;0;0;0;0;Sistem Langganan Pemasok;Sosial Ekonomi;0,62;Normal;31500
1161;2026-02-05;Beras;Pangan Pokok;kg;Pasar Inpres;Lubuklinggau Barat I;12300;565,1;0;0;0;1;0;0;0;Distribusi Berbasis Keluarga;Sosial;0,57;Hujan;12400
1162;2026-02-05;Cabai Merah;Hortikultura;kg;Pasar Moneng Sepati;Lubuklinggau Selatan II;38500;159,2;0;0;0;0;0;0;0;Distribusi Berbasis Keluarga;Sosial;0,61;Normal;39000
1163;2026-02-05;Bawang Merah;Hortikultura;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;30500;200,9;0;0;0;0;0;0;0;Tawar-Menawar Tradisional;Budaya;0,51;Normal;31000
1164;2026-02-05;Daging Ayam;Protein Hewani;kg;Pasar Bukit Sulap;Lubuklinggau Timur I;37000;277,5;0;0;0;0;0;0;0;Pasar Subuh;Distribusi;0,77;Normal;37500
1165;2026-02-06;Cabai Merah;Hortikultura;kg;Pasar Moneng Sepati;Lubuklinggau Selatan II;37500;200,2;0;0;0;0;0;0;0;Pasar Subuh;Distribusi;0,72;Normal;38500
1166;2026-02-06;Bawang Merah;Hortikultura;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;31000;207,6;0;0;0;0;0;0;0;Pasokan Harian Tanpa Gudang;Distribusi;0,7;Normal;31000
1167;2026-02-06;Daging Ayam;Protein Hewani;kg;Pasar Bukit Sulap;Lubuklinggau Timur I;37000;265,5;0;0;0;0;0;0;0;Harga Musiman Hari Besar;Perilaku Pasar;0,8;Normal;37500
1168;2026-02-06;Minyak Goreng;Pangan Olahan;liter;Pasar Inpres;Lubuklinggau Barat I;17000;449,9;0;0;0;0;0;0;0;Harga Musiman Hari Besar;Perilaku Pasar;0,83;Normal;17100
1169;2026-02-07;Bawang Merah;Hortikultura;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;31000;189;0;0;0;1;0;0;0;Sistem Langganan Pemasok;Sosial Ekonomi;0,6;Hujan;31000
1170;2026-02-07;Daging Ayam;Protein Hewani;kg;Pasar Bukit Sulap;Lubuklinggau Timur I;37000;227,9;0;0;0;0;0;0;0;Distribusi Berbasis Keluarga;Sosial;0,58;Normal;37500
1171;2026-02-07;Minyak Goreng;Pangan Olahan;liter;Pasar Inpres;Lubuklinggau Barat I;16900;439,7;0;0;0;0;0;0;0;Distribusi Berbasis Keluarga;Sosial;0,56;Normal;17000
1172;2026-02-07;Beras;Pangan Pokok;kg;Pasar Moneng Sepati;Lubuklinggau Selatan II;12700;496,1;0;0;0;1;0;0;0;Distribusi Berbasis Keluarga;Sosial;0,56;Hujan;12800
1173;2026-02-08;Daging Ayam;Protein Hewani;kg;Pasar Bukit Sulap;Lubuklinggau Timur I;37000;248,7;0;0;0;1;0;0;0;Pasar Subuh;Distribusi;0,76;Hujan;37000
1174;2026-02-08;Minyak Goreng;Pangan Olahan;liter;Pasar Inpres;Lubuklinggau Barat I;17200;336,5;0;0;0;1;0;1;0;Pasar Subuh;Distribusi;0,75;"Hujan; Gangguan Distribusi";17400
1175;2026-02-08;Beras;Pangan Pokok;kg;Pasar Moneng Sepati;Lubuklinggau Selatan II;12900;464,7;0;0;0;1;0;1;0;Pasar Subuh;Distribusi;0,76;"Hujan; Gangguan Distribusi";13100
1176;2026-02-08;Cabai Merah;Hortikultura;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;36500;177,5;0;0;0;0;0;0;0;Pasokan Harian Tanpa Gudang;Distribusi;0,75;Normal;37000
1177;2026-02-09;Minyak Goreng;Pangan Olahan;liter;Pasar Inpres;Lubuklinggau Barat I;16800;429;0;0;0;0;0;0;0;Harga Musiman Hari Besar;Perilaku Pasar;0,84;Normal;17000
1178;2026-02-09;Beras;Pangan Pokok;kg;Pasar Moneng Sepati;Lubuklinggau Selatan II;12500;450,1;0;0;0;0;0;0;0;Harga Musiman Hari Besar;Perilaku Pasar;0,79;Normal;12600
1179;2026-02-09;Cabai Merah;Hortikultura;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;36500;165,7;0;0;0;0;0;0;0;Sistem Langganan Pemasok;Sosial Ekonomi;0,62;Normal;37000
1180;2026-02-09;Bawang Merah;Hortikultura;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;31000;223,4;0;0;0;1;0;0;0;Pasar Subuh;Distribusi;0,68;Hujan;31000
1181;2026-02-10;Beras;Pangan Pokok;kg;Pasar Moneng Sepati;Lubuklinggau Selatan II;12500;482,4;0;0;0;0;0;0;0;Distribusi Berbasis Keluarga;Sosial;0,54;Normal;12600
1182;2026-02-10;Cabai Merah;Hortikultura;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;36000;196,8;0;0;0;0;0;0;0;Tawar-Menawar Tradisional;Budaya;0,5;Normal;36500
1183;2026-02-10;Bawang Merah;Hortikultura;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;30000;242,8;0;0;0;0;0;0;0;Harga Musiman Hari Besar;Perilaku Pasar;0,78;Normal;30500
1184;2026-02-10;Daging Ayam;Protein Hewani;kg;Pasar Bukit Sulap;Lubuklinggau Timur I;37000;254,9;0;0;0;1;0;0;0;Pasokan Harian Tanpa Gudang;Distribusi;0,73;Hujan;37500
1185;2026-02-11;Cabai Merah;Hortikultura;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;37000;176;0;0;0;0;0;0;0;Pasokan Harian Tanpa Gudang;Distribusi;0,76;Normal;37000
1186;2026-02-11;Bawang Merah;Hortikultura;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;30500;196,1;0;0;0;0;0;0;0;Distribusi Berbasis Keluarga;Sosial;0,59;Normal;30500
1187;2026-02-11;Daging Ayam;Protein Hewani;kg;Pasar Bukit Sulap;Lubuklinggau Timur I;37000;249,6;0;0;0;1;0;0;0;Sistem Langganan Pemasok;Sosial Ekonomi;0,68;Hujan;37500
1188;2026-02-11;Minyak Goreng;Pangan Olahan;liter;Pasar Inpres;Lubuklinggau Barat I;16700;410,8;0;0;0;0;0;0;0;Sistem Langganan Pemasok;Sosial Ekonomi;0,69;Normal;16900
1189;2026-02-12;Bawang Merah;Hortikultura;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;31000;223,9;0;0;0;0;0;0;0;Pasar Subuh;Distribusi;0,72;Normal;31000
1190;2026-02-12;Daging Ayam;Protein Hewani;kg;Pasar Bukit Sulap;Lubuklinggau Timur I;37000;244,3;0;0;0;1;0;0;0;Tawar-Menawar Tradisional;Budaya;0,5;Hujan;37000
1191;2026-02-12;Minyak Goreng;Pangan Olahan;liter;Pasar Inpres;Lubuklinggau Barat I;16800;438,9;0;0;0;1;0;0;0;Tawar-Menawar Tradisional;Budaya;0,54;Hujan;17000
1192;2026-02-12;Beras;Pangan Pokok;kg;Pasar Moneng Sepati;Lubuklinggau Selatan II;12500;469,2;0;0;0;0;0;0;0;Tawar-Menawar Tradisional;Budaya;0,54;Normal;12600
1193;2026-02-13;Daging Ayam;Protein Hewani;kg;Pasar Bukit Sulap;Lubuklinggau Timur I;36500;242,7;0;0;0;1;0;0;0;Pasokan Harian Tanpa Gudang;Distribusi;0,74;Hujan;37000
1194;2026-02-13;Minyak Goreng;Pangan Olahan;liter;Pasar Inpres;Lubuklinggau Barat I;16800;380,9;0;0;0;0;0;0;0;Pasokan Harian Tanpa Gudang;Distribusi;0,71;Normal;16900
1195;2026-02-13;Beras;Pangan Pokok;kg;Pasar Moneng Sepati;Lubuklinggau Selatan II;12700;524,7;0;0;0;1;0;0;0;Pasokan Harian Tanpa Gudang;Distribusi;0,78;Hujan;12800
1196;2026-02-13;Cabai Merah;Hortikultura;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;36000;200,2;0;0;0;0;0;0;0;Distribusi Berbasis Keluarga;Sosial;0,65;Normal;37000
1197;2026-02-14;Minyak Goreng;Pangan Olahan;liter;Pasar Inpres;Lubuklinggau Barat I;16500;465,8;0;0;0;0;0;0;0;Sistem Langganan Pemasok;Sosial Ekonomi;0,61;Normal;16700
1198;2026-02-14;Beras;Pangan Pokok;kg;Pasar Moneng Sepati;Lubuklinggau Selatan II;12400;518,9;0;0;0;1;0;0;0;Sistem Langganan Pemasok;Sosial Ekonomi;0,7;Hujan;12600
1199;2026-02-14;Cabai Merah;Hortikultura;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;36500;188,7;0;0;0;1;0;0;0;Pasar Subuh;Distribusi;0,71;Hujan;36500
1200;2026-02-14;Bawang Merah;Hortikultura;kg;Pasar Bukit Sulap;Lubuklinggau Timur I;33000;183,4;0;0;0;1;0;0;0;Tawar-Menawar Tradisional;Budaya;0,56;Hujan;33500
1201;2026-02-15;Beras;Pangan Pokok;kg;Pasar Moneng Sepati;Lubuklinggau Selatan II;12300;536,9;0;0;0;0;0;0;0;Tawar-Menawar Tradisional;Budaya;0,5;Normal;12400
1202;2026-02-15;Cabai Merah;Hortikultura;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;35500;217,2;0;0;0;0;0;0;0;Harga Musiman Hari Besar;Perilaku Pasar;0,77;Normal;35500
1203;2026-02-15;Bawang Merah;Hortikultura;kg;Pasar Bukit Sulap;Lubuklinggau Timur I;32500;203,5;0;0;0;0;0;0;0;Pasokan Harian Tanpa Gudang;Distribusi;0,71;Normal;32500
1204;2026-02-15;Daging Ayam;Protein Hewani;kg;Pasar Inpres;Lubuklinggau Barat I;35500;217,9;0;0;0;1;0;0;0;Pasokan Harian Tanpa Gudang;Distribusi;0,76;Hujan;36000
1205;2026-02-16;Cabai Merah;Hortikultura;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;36500;208,5;0;0;0;0;0;0;0;Distribusi Berbasis Keluarga;Sosial;0,58;Normal;36500
1206;2026-02-16;Bawang Merah;Hortikultura;kg;Pasar Bukit Sulap;Lubuklinggau Timur I;33500;165,6;0;0;0;1;0;1;0;Sistem Langganan Pemasok;Sosial Ekonomi;0,67;"Hujan; Gangguan Distribusi";33500
1207;2026-02-16;Daging Ayam;Protein Hewani;kg;Pasar Inpres;Lubuklinggau Barat I;35500;270,4;0;0;0;0;0;0;0;Sistem Langganan Pemasok;Sosial Ekonomi;0,59;Normal;36000
1208;2026-02-16;Minyak Goreng;Pangan Olahan;liter;Pasar Inpres;Lubuklinggau Barat I;16800;315,6;0;0;0;1;0;1;0;Pasar Subuh;Distribusi;0,66;"Hujan; Gangguan Distribusi";17000
1209;2026-02-17;Bawang Merah;Hortikultura;kg;Pasar Bukit Sulap;Lubuklinggau Timur I;32000;203,3;0;0;0;0;0;0;0;Tawar-Menawar Tradisional;Budaya;0,52;Normal;32500
1210;2026-02-17;Daging Ayam;Protein Hewani;kg;Pasar Inpres;Lubuklinggau Barat I;35000;250,6;0;0;0;0;0;0;0;Tawar-Menawar Tradisional;Budaya;0,6;Normal;35500
1211;2026-02-17;Minyak Goreng;Pangan Olahan;liter;Pasar Inpres;Lubuklinggau Barat I;16500;398,9;0;0;0;0;0;0;0;Harga Musiman Hari Besar;Perilaku Pasar;0,82;Normal;16700
1212;2026-02-17;Beras;Pangan Pokok;kg;Pasar Moneng Sepati;Lubuklinggau Selatan II;12300;526,5;0;0;0;0;0;0;0;Harga Musiman Hari Besar;Perilaku Pasar;0,77;Normal;12500
1213;2026-02-18;Daging Ayam;Protein Hewani;kg;Pasar Inpres;Lubuklinggau Barat I;37000;308,5;1;0;0;1;0;0;0;Pasokan Harian Tanpa Gudang;Distribusi;0,8;"Ramadhan; Hujan";38500
1214;2026-02-18;Minyak Goreng;Pangan Olahan;liter;Pasar Inpres;Lubuklinggau Barat I;16800;395,9;1;0;0;0;0;0;0;Distribusi Berbasis Keluarga;Sosial;0,58;Ramadhan;17300
1215;2026-02-18;Beras;Pangan Pokok;kg;Pasar Moneng Sepati;Lubuklinggau Selatan II;13000;460,4;1;0;0;1;0;1;0;Distribusi Berbasis Keluarga;Sosial;0,63;"Ramadhan; Hujan; Gangguan Distribusi";13400
1216;2026-02-18;Cabai Merah;Hortikultura;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;37500;157,8;1;0;0;1;0;1;0;Tawar-Menawar Tradisional;Budaya;0,51;"Ramadhan; Hujan; Gangguan Distribusi";38500
1217;2026-02-19;Minyak Goreng;Pangan Olahan;liter;Pasar Inpres;Lubuklinggau Barat I;16600;456,6;1;0;0;0;0;0;0;Pasar Subuh;Distribusi;0,76;Ramadhan;17100
1218;2026-02-19;Beras;Pangan Pokok;kg;Pasar Moneng Sepati;Lubuklinggau Selatan II;12600;528,7;1;0;0;1;0;0;0;Pasar Subuh;Distribusi;0,7;"Ramadhan; Hujan";13000
1219;2026-02-19;Cabai Merah;Hortikultura;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;36500;210,9;1;0;0;0;0;0;0;Pasokan Harian Tanpa Gudang;Distribusi;0,77;Ramadhan;37500
1220;2026-02-19;Bawang Merah;Hortikultura;kg;Pasar Bukit Sulap;Lubuklinggau Timur I;33500;252,6;1;0;0;1;0;0;0;Harga Musiman Hari Besar;Perilaku Pasar;0,9;"Ramadhan; Hujan";34500
1221;2026-02-20;Beras;Pangan Pokok;kg;Pasar Moneng Sepati;Lubuklinggau Selatan II;12400;587;1;0;0;0;0;0;0;Harga Musiman Hari Besar;Perilaku Pasar;0,87;Ramadhan;12700
1222;2026-02-20;Cabai Merah;Hortikultura;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;36000;174;1;0;0;0;0;0;0;Sistem Langganan Pemasok;Sosial Ekonomi;0,64;Ramadhan;37000
1223;2026-02-20;Bawang Merah;Hortikultura;kg;Pasar Bukit Sulap;Lubuklinggau Timur I;32500;258,1;1;0;0;0;0;0;0;Distribusi Berbasis Keluarga;Sosial;0,6;Ramadhan;34000
1224;2026-02-20;Daging Ayam;Protein Hewani;kg;Pasar Inpres;Lubuklinggau Barat I;36000;261,4;1;0;0;1;0;0;0;Distribusi Berbasis Keluarga;Sosial;0,6;"Ramadhan; Hujan";37000
1225;2026-02-21;Cabai Merah;Hortikultura;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;36500;193,1;1;0;0;0;0;0;0;Tawar-Menawar Tradisional;Budaya;0,55;Ramadhan;38000
1226;2026-02-21;Bawang Merah;Hortikultura;kg;Pasar Bukit Sulap;Lubuklinggau Timur I;33500;256,1;1;0;0;0;0;0;0;Pasar Subuh;Distribusi;0,72;Ramadhan;34500
1227;2026-02-21;Daging Ayam;Protein Hewani;kg;Pasar Inpres;Lubuklinggau Barat I;36000;323,7;1;0;0;1;0;0;0;Pasar Subuh;Distribusi;0,71;"Ramadhan; Hujan";37000
1228;2026-02-21;Minyak Goreng;Pangan Olahan;liter;Pasar Moneng Sepati;Lubuklinggau Selatan II;17200;489,4;1;0;0;0;0;0;0;Pasar Subuh;Distribusi;0,66;Ramadhan;17700
1229;2026-02-22;Bawang Merah;Hortikultura;kg;Pasar Bukit Sulap;Lubuklinggau Timur I;32500;244,4;1;0;0;0;0;0;0;Harga Musiman Hari Besar;Perilaku Pasar;0,87;Ramadhan;33500
1230;2026-02-22;Daging Ayam;Protein Hewani;kg;Pasar Inpres;Lubuklinggau Barat I;35500;278,9;1;0;0;0;0;0;0;Harga Musiman Hari Besar;Perilaku Pasar;0,81;Ramadhan;36500
1231;2026-02-22;Minyak Goreng;Pangan Olahan;liter;Pasar Moneng Sepati;Lubuklinggau Selatan II;17400;490,4;1;0;0;0;0;0;0;Harga Musiman Hari Besar;Perilaku Pasar;0,81;Ramadhan;17900
1232;2026-02-22;Beras;Pangan Pokok;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;12400;595,9;1;0;0;1;0;0;0;Sistem Langganan Pemasok;Sosial Ekonomi;0,7;"Ramadhan; Hujan";12800
1233;2026-02-23;Daging Ayam;Protein Hewani;kg;Pasar Inpres;Lubuklinggau Barat I;37000;280;1;0;0;1;0;0;0;Distribusi Berbasis Keluarga;Sosial;0,56;"Ramadhan; Hujan";38000
1234;2026-02-23;Minyak Goreng;Pangan Olahan;liter;Pasar Moneng Sepati;Lubuklinggau Selatan II;17300;481,8;1;0;0;0;0;0;0;Distribusi Berbasis Keluarga;Sosial;0,58;Ramadhan;17800
1235;2026-02-23;Beras;Pangan Pokok;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;12600;641,7;1;0;0;1;0;0;0;Tawar-Menawar Tradisional;Budaya;0,53;"Ramadhan; Hujan";13000
1236;2026-02-23;Cabai Merah;Hortikultura;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;37500;194,6;1;0;0;0;0;0;0;Harga Musiman Hari Besar;Perilaku Pasar;0,84;Ramadhan;38000
1237;2026-02-24;Minyak Goreng;Pangan Olahan;liter;Pasar Moneng Sepati;Lubuklinggau Selatan II;17500;451,2;1;0;0;0;0;0;0;Pasar Subuh;Distribusi;0,68;Ramadhan;18100
1238;2026-02-24;Beras;Pangan Pokok;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;12400;499,4;1;0;0;0;1;0;0;Pasokan Harian Tanpa Gudang;Distribusi;0,79;"Ramadhan; Operasi Pasar";12600
1239;2026-02-24;Cabai Merah;Hortikultura;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;38000;162;1;0;0;1;0;1;0;Distribusi Berbasis Keluarga;Sosial;0,64;"Ramadhan; Hujan; Gangguan Distribusi";39500
1240;2026-02-24;Bawang Merah;Hortikultura;kg;Pasar Bukit Sulap;Lubuklinggau Timur I;34000;284,2;1;0;0;1;0;0;0;Sistem Langganan Pemasok;Sosial Ekonomi;0,61;"Ramadhan; Hujan";35000
1241;2026-02-25;Beras;Pangan Pokok;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;12700;622,1;1;0;0;1;0;0;0;Sistem Langganan Pemasok;Sosial Ekonomi;0,6;"Ramadhan; Hujan";13100
1242;2026-02-25;Cabai Merah;Hortikultura;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;37000;184,8;1;0;0;1;0;0;0;Pasar Subuh;Distribusi;0,69;"Ramadhan; Hujan";37500
1243;2026-02-25;Bawang Merah;Hortikultura;kg;Pasar Bukit Sulap;Lubuklinggau Timur I;33500;237,9;1;0;0;1;0;0;0;Tawar-Menawar Tradisional;Budaya;0,51;"Ramadhan; Hujan";34500
1244;2026-02-25;Daging Ayam;Protein Hewani;kg;Pasar Inpres;Lubuklinggau Barat I;36000;272,3;1;0;0;0;0;0;0;Tawar-Menawar Tradisional;Budaya;0,51;Ramadhan;37000
1245;2026-02-26;Cabai Merah;Hortikultura;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;37000;192,8;1;0;0;0;0;0;0;Harga Musiman Hari Besar;Perilaku Pasar;0,81;Ramadhan;38500
1246;2026-02-26;Bawang Merah;Hortikultura;kg;Pasar Bukit Sulap;Lubuklinggau Timur I;34000;245,5;1;0;0;1;0;0;0;Pasokan Harian Tanpa Gudang;Distribusi;0,73;"Ramadhan; Hujan";35000
1247;2026-02-26;Daging Ayam;Protein Hewani;kg;Pasar Inpres;Lubuklinggau Barat I;36500;305;1;0;0;0;0;0;0;Pasokan Harian Tanpa Gudang;Distribusi;0,77;Ramadhan;37500
1248;2026-02-26;Minyak Goreng;Pangan Olahan;liter;Pasar Moneng Sepati;Lubuklinggau Selatan II;17300;529,4;1;0;0;0;0;0;0;Pasokan Harian Tanpa Gudang;Distribusi;0,79;Ramadhan;17800
1249;2026-02-27;Bawang Merah;Hortikultura;kg;Pasar Bukit Sulap;Lubuklinggau Timur I;33000;246,5;1;0;0;1;0;0;0;Sistem Langganan Pemasok;Sosial Ekonomi;0,65;"Ramadhan; Hujan";34500
1250;2026-02-27;Daging Ayam;Protein Hewani;kg;Pasar Inpres;Lubuklinggau Barat I;36000;313,3;1;0;0;0;0;0;0;Sistem Langganan Pemasok;Sosial Ekonomi;0,69;Ramadhan;37000
1251;2026-02-27;Minyak Goreng;Pangan Olahan;liter;Pasar Moneng Sepati;Lubuklinggau Selatan II;17900;409,6;1;0;0;1;0;1;0;Sistem Langganan Pemasok;Sosial Ekonomi;0,69;"Ramadhan; Hujan; Gangguan Distribusi";18400
1252;2026-02-27;Beras;Pangan Pokok;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;12500;452,6;1;0;0;0;0;0;0;Pasar Subuh;Distribusi;0,69;Ramadhan;12900
1253;2026-02-28;Daging Ayam;Protein Hewani;kg;Pasar Inpres;Lubuklinggau Barat I;37500;314,3;1;0;0;1;0;0;0;Tawar-Menawar Tradisional;Budaya;0,53;"Ramadhan; Hujan";38500
1254;2026-02-28;Minyak Goreng;Pangan Olahan;liter;Pasar Moneng Sepati;Lubuklinggau Selatan II;17400;468,1;1;0;0;0;0;0;0;Tawar-Menawar Tradisional;Budaya;0,58;Ramadhan;17900
1255;2026-02-28;Beras;Pangan Pokok;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;12700;563;1;0;0;0;0;0;0;Harga Musiman Hari Besar;Perilaku Pasar;0,87;Ramadhan;13100
1256;2026-02-28;Cabai Merah;Hortikultura;kg;Pasar Bukit Sulap;Lubuklinggau Timur I;40500;204,7;1;0;0;0;0;0;0;Pasokan Harian Tanpa Gudang;Distribusi;0,81;Ramadhan;41500
1257;2026-03-01;Minyak Goreng;Pangan Olahan;liter;Pasar Moneng Sepati;Lubuklinggau Selatan II;17600;466,4;1;0;0;0;0;0;0;Pasokan Harian Tanpa Gudang;Distribusi;0,75;Ramadhan;18100
1258;2026-03-01;Beras;Pangan Pokok;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;12500;542,1;1;0;0;1;1;0;0;Distribusi Berbasis Keluarga;Sosial;0,56;"Ramadhan; Hujan; Operasi Pasar";12700
